HS_Code,VAT_Rate
3301296000,13.0%
3301299100,13.0%
3301299910,13.0%
3301299991,13.0%
3301299999,13.0%
3301301000,13.0%
3301309010,13.0%
3301309090,13.0%
3301901010,13.0%
3301901090,13.0%
3301902000,13.0%
3301909000,13.0%
3302101000,13.0%
3302109001,13.0%
3302109090,13.0%
3302900000,13.0%
3303000010,13.0%
3303000020,13.0%
3304100011,13.0%
3304100012,13.0%
3304100013,13.0%
3304100091,13.0%
3304100092,13.0%
3304100093,13.0%
3304200011,13.0%
3304200012,13.0%
3304200013,13.0%
3304200091,13.0%
3304200092,13.0%
3304200093,13.0%
3304300001,13.0%
3304300002,13.0%
3304300003,13.0%
3304910000,13.0%
3304990021,13.0%
3304990029,13.0%
3304990031,13.0%
3304990039,13.0%
3304990041,13.0%
3304990049,13.0%
3304990091,13.0%
3304990099,13.0%
3305100010,13.0%
3305100090,13.0%
3305200000,13.0%
3305300000,13.0%
3305900000,13.0%
3306101010,13.0%
3306101090,13.0%
3306109000,13.0%
3306200000,13.0%
3306901000,13.0%
3306909000,13.0%
3307100000,13.0%
3307200000,13.0%
3307300000,13.0%
3307410000,13.0%
3307490000,13.0%
3307900000,13.0%
3401110000,13.0%
3401191000,13.0%
3401199000,13.0%
3401200000,13.0%
3401300000,13.0%
3402110000,13.0%
3402120000,13.0%
3402130010,13.0%
3402130090,13.0%
3402190000,13.0%
3402201000,13.0%
3402209000,13.0%
3402900001,13.0%
3402900090,13.0%
3403110000,13.0%
3403190000,13.0%
3403910000,13.0%
3403990000,13.0%
3404200000,13.0%
3404900010,13.0%
3404900090,13.0%
3405100000,13.0%
3405200000,13.0%
3405300000,13.0%
3405400000,13.0%
3405900000,13.0%
3406000010,13.0%
3406000090,13.0%
3407001000,13.0%
3407002000,13.0%
3407009000,13.0%
3501100000,13.0%
3501900000,13.0%
3502110000,13.0%
3502190000,13.0%
3502200000,13.0%
3502900000,13.0%
3503001001,13.0%
3503001090,13.0%
3503009000,13.0%
3504001000,13.0%
3504009000,13.0%
3505100000,13.0%
3505200000,13.0%
3506100010,13.0%
3506100090,13.0%
3506911000,13.0%
3506912000,13.0%
3506919010,13.0%
3506919020,13.0%
3506919090,13.0%
3506990000,13.0%
3507100000,13.0%
3507901000,13.0%
3507902000,13.0%
3507909010,3.0%
3507909090,13.0%
3601000010,13.0%
3601000020,13.0%
3601000030,13.0%
3601000091,13.0%
3601000099,13.0%
3602001010,13.0%
3602001091,13.0%
3602001099,13.0%
3602009010,13.0%
3602009091,13.0%
3602009099,13.0%
3603000010,13.0%
3603000020,13.0%
3603000030,13.0%
3603000040,13.0%
3603000050,13.0%
3603000061,13.0%
3603000069,13.0%
3603000091,13.0%
3603000099,13.0%
3604100000,13.0%
3604900010,13.0%
3604900090,13.0%
3605000000,13.0%
3606100000,13.0%
3606901100,13.0%
3606901900,13.0%
3606909000,13.0%
3701100000,13.0%
3701200000,13.0%
3701302100,13.0%
3701302200,13.0%
3701302400,13.0%
3701302500,13.0%
3701302900,13.0%
3701309000,13.0%
3701910000,13.0%
3701992001,13.0%
3701992090,13.0%
3701999000,13.0%
3702100000,13.0%
3702311000,13.0%
3702319000,13.0%
3702321000,13.0%
3702322000,13.0%
3702329000,13.0%
3702392000,13.0%
3702399000,13.0%
3702410000,13.0%
3702422100,13.0%
3702422900,13.0%
3702429201,13.0%
3702429290,13.0%
3702429900,13.0%
3702432100,13.0%
3702432900,13.0%
3702439000,13.0%
3702442100,13.0%
3702442200,13.0%
3702442900,13.0%
3702449000,13.0%
3702520000,13.0%
3702530000,13.0%
3702541000,13.0%
3702549000,13.0%
3702552000,13.0%
3702559000,13.0%
3702562000,13.0%
3702569000,13.0%
3702960000,13.0%
3702970000,13.0%
3702980000,13.0%
3703101000,13.0%
3703109000,13.0%
3703201000,13.0%
3703209000,13.0%
3703901000,13.0%
3703909000,13.0%
3704001010,13.0%
3704001020,13.0%
3704001090,13.0%
3704009010,13.0%
3704009090,13.0%
3705001010,13.0%
3705001020,13.0%
3705001090,13.0%
3705002110,13.0%
3705002190,13.0%
3705002910,13.0%
3705002990,13.0%
3705009010,13.0%
3705009090,13.0%
3706101010,13.0%
3706101090,13.0%
3706109010,13.0%
3706109090,13.0%
3706901010,13.0%
3706901090,13.0%
3706909010,13.0%
3706909090,13.0%
3707100001,13.0%
3707100090,13.0%
3707901000,13.0%
3707902000,13.0%
3707909000,13.0%
3801100010,13.0%
3801100020,13.0%
3801100090,13.0%
3801200000,13.0%
3801300000,13.0%
3801901000,13.0%
3801909000,13.0%
3802101000,13.0%
3802109000,13.0%
3802900010,13.0%
3802900090,13.0%
3803000000,13.0%
3804000010,13.0%
3804000090,13.0%
3805100000,13.0%
3805901000,13.0%
3805909000,13.0%
3806101000,13.0%
3806102000,13.0%
3806201000,13.0%
3806209000,13.0%
3806300000,13.0%
3806900000,13.0%
3807000000,13.0%
3808520000,9.0%
3808591010,9.0%
3808591090,9.0%
3808599010,9.0%
3808599090,9.0%
3808610000,9.0%
3808620000,9.0%
3808690000,9.0%
3808911100,13.0%
3808911200,9.0%
3808911900,9.0%
3808919000,9.0%
3808921000,13.0%
3808929010,13.0%
3808929021,13.0%
3808929029,9.0%
3808929090,9.0%
3808931100,9.0%
3808931910,9.0%
3808931990,9.0%
3808939100,9.0%
3808939900,9.0%
3808940010,13.0%
3808940020,9.0%
3808940090,9.0%
3808991000,9.0%
3808999000,9.0%
3809100000,13.0%
3809910000,13.0%
3809920000,13.0%
3809930000,13.0%
3810100000,13.0%
3810900000,13.0%
3811110000,13.0%
3811190000,13.0%
3811210000,13.0%
3811290000,13.0%
3811900000,13.0%
3812100000,13.0%
3812200000,13.0%
3812310000,13.0%
3812391000,13.0%
3812399000,13.0%
3813001000,13.0%
3813002000,13.0%
3814000000,13.0%
3815110000,13.0%
3815120010,13.0%
3815120090,13.0%
3815190000,13.0%
3815900000,13.0%
3816000000,13.0%
3817000000,13.0%
3818001100,13.0%
3818001900,13.0%
3818009000,13.0%
3819000000,13.0%
3820000000,13.0%
3821000000,13.0%
3822001000,13.0%
3822009000,13.0%
3823110000,13.0%
3823120000,13.0%
3823130000,13.0%
3823190001,13.0%
3823190090,13.0%
3823700000,13.0%
3824100000,13.0%
3824300010,13.0%
3824300090,13.0%
3824401000,13.0%
3824409000,13.0%
3824500000,13.0%
3824600000,13.0%
3824710011,13.0%
3824710012,13.0%
3824710013,13.0%
3824710014,13.0%
3824710015,13.0%
3824710016,13.0%
3824710017,13.0%
3824710018,13.0%
3824710090,13.0%
3824720000,13.0%
3824730000,13.0%
3824740011,13.0%
3824740012,13.0%
3824740013,13.0%
3824740014,13.0%
3824740015,13.0%
3824740016,13.0%
3824740017,13.0%
3824740018,13.0%
3824740019,13.0%
3824740021,13.0%
3824740022,13.0%
3824740023,13.0%
3824740024,13.0%
3824740025,13.0%
3824740026,13.0%
3824740090,13.0%
3824750000,13.0%
3824760000,13.0%
3824770000,13.0%
3824780000,13.0%
3824790000,13.0%
3824810000,13.0%
3824820000,13.0%
3824830000,13.0%
3824840000,13.0%
3824850000,13.0%
3824860000,13.0%
3824870000,13.0%
3824880000,13.0%
3824910000,13.0%
3824991000,13.0%
3824992000,13.0%
3824993000,13.0%
3824999100,13.0%
3824999200,13.0%
3824999300,13.0%
3824999910,13.0%
3824999920,13.0%
3824999930,13.0%
3824999940,13.0%
3824999950,13.0%
3824999960,13.0%
3824999970,13.0%
3824999980,13.0%
3824999991,13.0%
3824999999,13.0%
3825100000,13.0%
3825200000,13.0%
3825300000,13.0%
3825410000,13.0%
3825490000,13.0%
3825500000,13.0%
3825610000,13.0%
3825690000,13.0%
3825900010,13.0%
3825900090,13.0%
3901100001,13.0%
3901100090,13.0%
3901200011,13.0%
3901200019,13.0%
3901200091,13.0%
3901200099,13.0%
3901300000,13.0%
3901401010,13.0%
3901401090,13.0%
3901402010,13.0%
3901402090,13.0%
3901409000,13.0%
3901901000,13.0%
3901909000,13.0%
3902100010,13.0%
3902100020,13.0%
3902100090,13.0%
3902200000,13.0%
3902301000,13.0%
3902309000,13.0%
3902900010,13.0%
3902900020,13.0%
3902900090,13.0%
3903110000,13.0%
3903191000,13.0%
3903199000,13.0%
3903200000,13.0%
3903301000,13.0%
3903309000,13.0%
3903900000,13.0%
3904101000,13.0%
3904109001,13.0%
3904109090,13.0%
3904210000,13.0%
3904220000,13.0%
3904300000,13.0%
3904400000,13.0%
3904500010,13.0%
3904500090,13.0%
3904610000,13.0%
3904690000,13.0%
3904900000,13.0%
3905120000,13.0%
3905190000,13.0%
3905210000,13.0%
3905290000,13.0%
3905300000,13.0%
3905910000,13.0%
3905990000,13.0%
3906100000,13.0%
3906901000,13.0%
3906909000,13.0%
3907101010,13.0%
3907101090,13.0%
3907109010,13.0%
3907109090,13.0%
3907201000,13.0%
3907209000,13.0%
3907300001,13.0%
3907300090,13.0%
3907400000,13.0%
3907500000,13.0%
3907611000,13.0%
3907619000,13.0%
3907691000,13.0%
3907699000,13.0%
3907700000,13.0%
3907910000,13.0%
3907991001,13.0%
3907991090,13.0%
3907999110,13.0%
3907999190,13.0%
3907999910,13.0%
3907999990,13.0%
3908101101,13.0%
3908101190,13.0%
3908101200,13.0%
3908101900,13.0%
3908109000,13.0%
3908901000,13.0%
3908902000,13.0%
3908909000,13.0%
3909100000,13.0%
3909200000,13.0%
3909310000,13.0%
3909390000,13.0%
3909400000,13.0%
3909500000,13.0%
3910000000,13.0%
3911100000,13.0%
3911900001,13.0%
3911900003,13.0%
3911900004,13.0%
3911900005,13.0%
3911900090,13.0%
3912110000,13.0%
3912120000,13.0%
3912200000,13.0%
3912310000,13.0%
3912390000,13.0%
3912900000,13.0%
3913100000,13.0%
3913900011,13.0%
3913900090,13.0%
3914000000,13.0%
3915100000,13.0%
3915200000,13.0%
3915300000,13.0%
3915901000,13.0%
3915909000,13.0%
3916100000,13.0%
3916201000,13.0%
3916209000,13.0%
3916901000,13.0%
3916909000,13.0%
3917100000,13.0%
3917210000,13.0%
3917220000,13.0%
3917230000,13.0%
3917290000,13.0%
3917310000,13.0%
3917320000,13.0%
3917330000,13.0%
3917390000,13.0%
3917400000,13.0%
3918101000,13.0%
3918109000,13.0%
3918901000,13.0%
3918909000,13.0%
3919101000,13.0%
3919109100,13.0%
3919109900,13.0%
3919901000,13.0%
3919909010,13.0%
3919909090,13.0%
3920101000,13.0%
3920109010,9.0%
3920109090,13.0%
3920201000,13.0%
3920209010,9.0%
3920209090,13.0%
3920300000,13.0%
3920430010,9.0%
3920430090,13.0%
3920490010,9.0%
3920490090,13.0%
3920510000,13.0%
3920590000,13.0%
3920610000,13.0%
3920620000,13.0%
3920630000,13.0%
3920690000,13.0%
3920710000,13.0%
3920730000,13.0%
3920790000,13.0%
3920910001,13.0%
3920910090,13.0%
3920920000,13.0%
3920930000,13.0%
3920940000,13.0%
3920991000,13.0%
3920999001,13.0%
3920999090,13.0%
3921110000,13.0%
3921121000,13.0%
3921129000,13.0%
3921131000,13.0%
3921139000,13.0%
3921140000,13.0%
3921191000,13.0%
3921199000,13.0%
3921902000,13.0%
3921903000,13.0%
3921909001,13.0%
3921909010,13.0%
3921909090,13.0%
3922100000,13.0%
3922200000,13.0%
3922900000,13.0%
3923100010,13.0%
3923100090,13.0%
3923210000,13.0%
3923290000,13.0%
3923300000,13.0%
3923400000,13.0%
3923500000,13.0%
3923900000,13.0%
3924100000,13.0%
3924900000,13.0%
3925100000,13.0%
3925200000,13.0%
3925300000,13.0%
3925900000,13.0%
3926100000,13.0%
3926201100,13.0%
3926201900,13.0%
3926209000,13.0%
3926300000,13.0%
3926400000,13.0%
3926901000,13.0%
3926909010,13.0%
3926909020,0.0%
3926909090,13.0%
4001100000,13.0%
4001210000,13.0%
4001220000,13.0%
4001290000,13.0%
4001300000,13.0%
4002111000,13.0%
4002119000,13.0%
4002191100,13.0%
4002191200,13.0%
4002191300,13.0%
4002191400,13.0%
4002191500,13.0%
4002191600,13.0%
4002191900,13.0%
4002199001,13.0%
4002199090,13.0%
4002201000,13.0%
4002209000,13.0%
4002311000,13.0%
4002319000,13.0%
4002391000,13.0%
4002399000,13.0%
4002410000,13.0%
4002491000,13.0%
4002499000,13.0%
4002510000,13.0%
4002591000,13.0%
4002599000,13.0%
4002601000,13.0%
4002609000,13.0%
4002701000,13.0%
4002709000,13.0%
4002800000,13.0%
4002910000,13.0%
4002991100,13.0%
4002991900,13.0%
4002999000,13.0%
4003000000,13.0%
4004000010,13.0%
4004000020,13.0%
4004000090,13.0%
4005100000,13.0%
4005200000,13.0%
4005910000,13.0%
4005990000,13.0%
4006100000,13.0%
4006901000,13.0%
4006902000,13.0%
4007000000,13.0%
4008110000,13.0%
4008190000,13.0%
4008210000,13.0%
4008290000,13.0%
4009110000,13.0%
4009120000,13.0%
4009210000,13.0%
4009220000,13.0%
4009310000,13.0%
4009320000,13.0%
4009410000,13.0%
4009420000,13.0%
4010110000,13.0%
4010120000,13.0%
4010190000,13.0%
4010310000,13.0%
4010320000,13.0%
4010330000,13.0%
4010340000,13.0%
4010350000,13.0%
4010360000,13.0%
4010390000,13.0%
4011100000,13.0%
4011200010,13.0%
4011200090,13.0%
4011300000,13.0%
4011400000,13.0%
4011500000,13.0%
4011701010,13.0%
4011701090,13.0%
4011709000,13.0%
4011801110,13.0%
4011801190,13.0%
4011801210,13.0%
4011801290,13.0%
4011809100,13.0%
4011809210,13.0%
4011809290,13.0%
4011901010,13.0%
4011901090,13.0%
4011909010,13.0%
4011909090,13.0%
4012110000,13.0%
4012120000,13.0%
4012130000,13.0%
4012190000,13.0%
4012201000,13.0%
4012209000,13.0%
4012901000,13.0%
4012902000,13.0%
4012909000,13.0%
4013100000,13.0%
4013200000,13.0%
4013901000,13.0%
4013909000,13.0%
4014100000,0.0%
4014900000,13.0%
4015110000,13.0%
4015190000,13.0%
4015901000,13.0%
4015909000,13.0%
4016101000,13.0%
4016109000,13.0%
4016910000,13.0%
4016920000,13.0%
4016931000,13.0%
4016939000,13.0%
4016940000,13.0%
4016950001,13.0%
4016950090,13.0%
4016991001,13.0%
4016991090,13.0%
4016999001,13.0%
4016999090,13.0%
4017001010,13.0%
4017001090,13.0%
4017002000,13.0%
4101201110,9.0%
4101201190,9.0%
4101201910,9.0%
4101201990,9.0%
4101202011,9.0%
4101202019,9.0%
4101202091,9.0%
4101202099,9.0%
4101501110,9.0%
4101501190,9.0%
4101501910,9.0%
4101501990,9.0%
4101502010,9.0%
4101502090,9.0%
4101901110,9.0%
4101901190,9.0%
4101901910,9.0%
4101901990,9.0%
4101902010,9.0%
4101902090,9.0%
4102100000,9.0%
4102211000,9.0%
4102219000,9.0%
4102291000,9.0%
4102299000,9.0%
4103200010,9.0%
4103200090,9.0%
4103300010,9.0%
4103300090,9.0%
4103901100,9.0%
4103901900,9.0%
4103902100,9.0%
4103902900,9.0%
4103909010,9.0%
4103909090,9.0%
4104111110,13.0%
4104111190,13.0%
4104111910,13.0%
4104111990,13.0%
4104112010,13.0%
4104112090,13.0%
4104191110,13.0%
4104191190,13.0%
4104191910,13.0%
4104191990,13.0%
4104192010,13.0%
4104192090,13.0%
4104410010,13.0%
4104410090,13.0%
4104491010,13.0%
4104491090,13.0%
4104499010,13.0%
4104499090,13.0%
4105101000,13.0%
4105109000,13.0%
4105300000,13.0%
4106210001,13.0%
4106210090,13.0%
4106220000,13.0%
4106311010,13.0%
4106311090,13.0%
4106319010,13.0%
4106319090,13.0%
4106320010,13.0%
4106320090,13.0%
4106400010,13.0%
4106400090,13.0%
4106910010,13.0%
4106910090,13.0%
4106920010,13.0%
4106920090,13.0%
4107111010,13.0%
4107111090,13.0%
4107112010,13.0%
4107112090,13.0%
4107121010,13.0%
4107121090,13.0%
4107122010,13.0%
4107122090,13.0%
4107191010,13.0%
4107191090,13.0%
4107199010,13.0%
4107199090,13.0%
4107910010,13.0%
4107910090,13.0%
4107920010,13.0%
4107920090,13.0%
4107991010,13.0%
4107991090,13.0%
4107999010,13.0%
4107999090,13.0%
4112000000,13.0%
4113100000,13.0%
4113200010,13.0%
4113200090,13.0%
4113300010,13.0%
4113300090,13.0%
4113900010,13.0%
4113900090,13.0%
4114100010,13.0%
4114100090,13.0%
4114200000,13.0%
4115100000,13.0%
4115200010,13.0%
4115200090,13.0%
4201000010,13.0%
4201000090,13.0%
4202111010,13.0%
4202111090,13.0%
4202119010,13.0%
4202119090,13.0%
4202121000,13.0%
4202129000,13.0%
4202190000,13.0%
4202210010,13.0%
4202210090,13.0%
4202220000,13.0%
4202290000,13.0%
4202310010,13.0%
4202310090,13.0%
4202320000,13.0%
4202390000,13.0%
4202910010,13.0%
4202910090,13.0%
4202920000,13.0%
4202990000,13.0%
4203100010,13.0%
4203100090,13.0%
4203210010,13.0%
4203210090,13.0%
4203291010,13.0%
4203291090,13.0%
4203299010,13.0%
4203299090,13.0%
4203301010,13.0%
4203301090,13.0%
4203302010,13.0%
4203302090,13.0%
4203400010,13.0%
4203400090,13.0%
4205001010,13.0%
4205001090,13.0%
4205002010,13.0%
4205002090,13.0%
4205009010,13.0%
4205009020,13.0%
4205009090,13.0%
4206000000,13.0%
4301100000,9.0%
4301300000,9.0%
4301600010,9.0%
4301600090,9.0%
4301801010,9.0%
4301801090,9.0%
4301809010,9.0%
4301809090,9.0%
4301901000,9.0%
4301909010,9.0%
4301909090,9.0%
4302110000,13.0%
4302191010,13.0%
4302191020,13.0%
4302191090,13.0%
4302192010,13.0%
4302192090,13.0%
4302193000,13.0%
4302199010,13.0%
4302199090,13.0%
4302200010,13.0%
4302200090,13.0%
4302301010,13.0%
4302301090,13.0%
4302309010,13.0%
4302309090,13.0%
4303101010,13.0%
4303101090,13.0%
4303102010,13.0%
4303102090,13.0%
4303900010,13.0%
4303900090,13.0%
4304001000,13.0%
4304002000,13.0%
4401110000,13.0%
4401120000,13.0%
4401210010,13.0%
4401210090,13.0%
4401220010,13.0%
4401220090,13.0%
4401310000,13.0%
4401390000,13.0%
4401400000,13.0%
4402100000,13.0%
4402900010,13.0%
4402900090,13.0%
4403110010,9.0%
4403110020,9.0%
4403110090,9.0%
4403120010,9.0%
4403120090,9.0%
4403211010,9.0%
4403211090,9.0%
4403212000,9.0%
4403213000,9.0%
4403214000,9.0%
4403219010,9.0%
4403219090,9.0%
4403221010,9.0%
4403221090,9.0%
4403222000,9.0%
4403223000,9.0%
4403224000,9.0%
4403229010,9.0%
4403229090,9.0%
4403230010,9.0%
4403230090,9.0%
4403240010,9.0%
4403240090,9.0%
4403250010,9.0%
4403250020,9.0%
4403250090,9.0%
4403260010,9.0%
4403260020,9.0%
4403260090,9.0%
4403410000,9.0%
4403491000,9.0%
4403492000,9.0%
4403493000,9.0%
4403494000,9.0%
4403495000,9.0%
4403496000,9.0%
4403497000,9.0%
4403498010,9.0%
4403498090,9.0%
4403499010,9.0%
4403499020,9.0%
4403499090,9.0%
4403910010,9.0%
4403910090,9.0%
4403930000,9.0%
4403940000,9.0%
4403950010,9.0%
4403950090,9.0%
4403960010,9.0%
4403960090,9.0%
4403970000,9.0%
4403980000,9.0%
4403993010,9.0%
4403993090,9.0%
4403994000,9.0%
4403995000,9.0%
4403996000,9.0%
4403998010,9.0%
4403998090,9.0%
4403999012,9.0%
4403999019,9.0%
4403999090,9.0%
4404100010,13.0%
4404100090,13.0%
4404200010,13.0%
4404200090,13.0%
4405000000,13.0%
4406110000,13.0%
4406120000,13.0%
4406910010,13.0%
4406910090,13.0%
4406920010,13.0%
4406920090,13.0%
4407111011,13.0%
4407111019,13.0%
4407111091,13.0%
4407111099,13.0%
4407112010,13.0%
4407112090,13.0%
4407113010,13.0%
4407113090,13.0%
4407119011,13.0%
4407119019,13.0%
4407119091,13.0%
4407119099,13.0%
4407120011,13.0%
4407120019,13.0%
4407120091,13.0%
4407120099,13.0%
4407190011,13.0%
4407190019,13.0%
4407190091,13.0%
4407190099,13.0%
4407210010,13.0%
4407210090,13.0%
4407220010,13.0%
4407220090,13.0%
4407250010,13.0%
4407250090,13.0%
4407260010,13.0%
4407260090,13.0%
4407270010,13.0%
4407270090,13.0%
4407280010,13.0%
4407280090,13.0%
4407291010,13.0%
4407291090,13.0%
4407292010,13.0%
4407292090,13.0%
4407293010,13.0%
4407293090,13.0%
4407294011,13.0%
4407294019,13.0%
4407294091,13.0%
4407294099,13.0%
4407299011,13.0%
4407299012,13.0%
4407299013,13.0%
4407299019,13.0%
4407299091,13.0%
4407299092,13.0%
4407299099,13.0%
4407910011,13.0%
4407910019,13.0%
4407910091,13.0%
4407910099,13.0%
4407920010,13.0%
4407920090,13.0%
4407930010,13.0%
4407930090,13.0%
4407940010,13.0%
4407940090,13.0%
4407950011,13.0%
4407950019,13.0%
4407950091,13.0%
4407950099,13.0%
4407960011,13.0%
4407960019,13.0%
4407960091,13.0%
4407960099,13.0%
4407970010,13.0%
4407970090,13.0%
4407991011,13.0%
4407991019,13.0%
4407991091,13.0%
4407991099,13.0%
4407992010,13.0%
4407992090,13.0%
4407993010,13.0%
4407993090,13.0%
4407998011,13.0%
4407998019,13.0%
4407998091,13.0%
4407998099,13.0%
4407999012,13.0%
4407999015,13.0%
4407999019,13.0%
4407999092,13.0%
4407999095,13.0%
4407999099,13.0%
4408101110,13.0%
4408101190,13.0%
4408101910,13.0%
4408101990,13.0%
4408102010,13.0%
4408102090,13.0%
4408109010,13.0%
4408109090,13.0%
4408311100,13.0%
4408311900,13.0%
4408312000,13.0%
4408319000,13.0%
4408391110,13.0%
4408391120,13.0%
4408391130,13.0%
4408391190,13.0%
4408391910,13.0%
4408391930,13.0%
4408391990,13.0%
4408392010,13.0%
4408392020,13.0%
4408392030,13.0%
4408392090,13.0%
4408399010,13.0%
4408399030,13.0%
4408399090,13.0%
4408901110,13.0%
4408901190,13.0%
4408901210,13.0%
4408901290,13.0%
4408901310,13.0%
4408901390,13.0%
4408901911,13.0%
4408901919,13.0%
4408901991,13.0%
4408901999,13.0%
4408902110,13.0%
4408902190,13.0%
4408902911,13.0%
4408902919,13.0%
4408902991,13.0%
4408902999,13.0%
4408909110,13.0%
4408909190,13.0%
4408909910,13.0%
4408909990,13.0%
4409101010,13.0%
4409101090,13.0%
4409109010,13.0%
4409109090,13.0%
4409211010,13.0%
4409211090,13.0%
4409219010,13.0%
4409219090,13.0%
4409221020,13.0%
4409221030,13.0%
4409221090,13.0%
4409229020,13.0%
4409229030,13.0%
4409229090,13.0%
4409291030,13.0%
4409291090,13.0%
4409299030,13.0%
4409299090,13.0%
4410110000,13.0%
4410120000,13.0%
4410190000,13.0%
4410901100,13.0%
4410901900,13.0%
4410909000,13.0%
4411121100,13.0%
4411121900,13.0%
4411122100,13.0%
4411122900,13.0%
4411129100,13.0%
4411129900,13.0%
4411131100,13.0%
4411131900,13.0%
4411132100,13.0%
4411132900,13.0%
4411139100,13.0%
4411139900,13.0%
4411141100,13.0%
4411141900,13.0%
4411142100,13.0%
4411142900,13.0%
4411149100,13.0%
4411149900,13.0%
4411921000,13.0%
4411929000,13.0%
4411931000,13.0%
4411939000,13.0%
4411941000,13.0%
4411942100,13.0%
4411942900,13.0%
4412101111,13.0%
4412101119,13.0%
4412101191,13.0%
4412101199,13.0%
4412101911,13.0%
4412101919,13.0%
4412101921,13.0%
4412101929,13.0%
4412101991,13.0%
4412101999,13.0%
4412102011,13.0%
4412102019,13.0%
4412102091,13.0%
4412102099,13.0%
4412109110,13.0%
4412109190,13.0%
4412109210,13.0%
4412109290,13.0%
4412109910,13.0%
4412109990,13.0%
4412310010,13.0%
4412310020,13.0%
4412310030,13.0%
4412310090,13.0%
4412330010,13.0%
4412330090,13.0%
4412341010,13.0%
4412341090,13.0%
4412349010,13.0%
4412349090,13.0%
4412390010,13.0%
4412390090,13.0%
4412941010,13.0%
4412941020,13.0%
4412941030,13.0%
4412941040,13.0%
4412941090,13.0%
4412949110,13.0%
4412949190,13.0%
4412949210,13.0%
4412949290,13.0%
4412949910,13.0%
4412949990,13.0%
4412991010,13.0%
4412991020,13.0%
4412991030,13.0%
4412991040,13.0%
4412991090,13.0%
4412999110,13.0%
4412999190,13.0%
4412999210,13.0%
4412999290,13.0%
4412999910,13.0%
4412999990,13.0%
4413000000,13.0%
4414001000,13.0%
4414009010,13.0%
4414009020,13.0%
4414009090,13.0%
4415100010,13.0%
4415100020,13.0%
4415100090,13.0%
4415201000,13.0%
4415209010,13.0%
4415209020,13.0%
4415209090,13.0%
4416001000,13.0%
4416009010,13.0%
4416009020,13.0%
4416009090,13.0%
4417001000,13.0%
4417009010,13.0%
4417009020,13.0%
4417009090,13.0%
4418101000,13.0%
4418109010,13.0%
4418109020,13.0%
4418109090,13.0%
4418200010,13.0%
4418200020,13.0%
4418200090,13.0%
4418400000,13.0%
4418500000,13.0%
4418600010,13.0%
4418600090,13.0%
4418731000,13.0%
4418732000,13.0%
4418739000,13.0%
4418740010,13.0%
4418740020,13.0%
4418740090,13.0%
4418750010,13.0%
4418750020,13.0%
4418750090,13.0%
4418790010,13.0%
4418790020,13.0%
4418790090,13.0%
4418910010,13.0%
