HS_Code,VAT_Rate
8419500050,13.0%
8419500060,13.0%
8419500090,13.0%
8419601100,13.0%
8419601900,13.0%
8419609010,13.0%
8419609020,13.0%
8419609090,13.0%
8419810000,13.0%
8419891000,13.0%
8419899010,13.0%
8419899021,13.0%
8419899022,13.0%
8419899023,13.0%
8419899090,13.0%
8419901000,13.0%
8419909000,13.0%
8420100001,13.0%
8420100020,13.0%
8420100090,13.0%
8420910000,13.0%
8420990000,13.0%
8421110000,13.0%
8421121000,13.0%
8421129000,13.0%
8421191000,13.0%
8421192000,13.0%
8421199020,13.0%
8421199030,13.0%
8421199090,13.0%
8421211000,13.0%
8421219100,13.0%
8421219910,13.0%
8421219920,13.0%
8421219990,13.0%
8421220000,13.0%
8421230000,13.0%
8421291010,13.0%
8421291090,13.0%
8421299010,13.0%
8421299040,13.0%
8421299090,13.0%
8421310000,13.0%
8421391000,13.0%
8421392110,13.0%
8421392190,13.0%
8421392210,13.0%
8421392290,13.0%
8421392310,13.0%
8421392390,13.0%
8421392410,13.0%
8421392490,13.0%
8421392910,13.0%
8421392990,13.0%
8421393001,13.0%
8421393020,13.0%
8421393090,13.0%
8421394010,13.0%
8421394090,13.0%
8421395010,13.0%
8421395090,13.0%
8421399010,13.0%
8421399090,13.0%
8421911000,13.0%
8421919011,13.0%
8421919012,13.0%
8421919013,13.0%
8421919014,13.0%
8421919090,13.0%
8421991000,13.0%
8421999010,13.0%
8421999090,13.0%
8422110000,13.0%
8422190000,13.0%
8422200000,13.0%
8422301010,13.0%
8422301090,13.0%
8422302100,13.0%
8422302900,13.0%
8422303001,13.0%
8422303090,13.0%
8422309001,13.0%
8422309010,13.0%
8422309090,13.0%
8422400010,13.0%
8422400090,13.0%
8422901000,13.0%
8422902000,13.0%
8422909000,13.0%
8423100000,13.0%
8423201000,13.0%
8423209000,13.0%
8423301010,13.0%
8423301090,13.0%
8423302000,13.0%
8423303010,13.0%
8423303090,13.0%
8423309010,13.0%
8423309090,13.0%
8423811000,13.0%
8423812000,13.0%
8423819010,13.0%
8423819090,13.0%
8423821010,13.0%
8423821090,13.0%
8423829010,13.0%
8423829090,13.0%
8423891010,13.0%
8423891090,13.0%
8423892010,13.0%
8423892090,13.0%
8423893010,13.0%
8423893090,13.0%
8423899010,13.0%
8423899090,13.0%
8423900010,13.0%
8423900090,13.0%
8424100000,13.0%
8424200000,13.0%
8424300000,13.0%
8424410000,9.0%
8424490000,9.0%
8424820000,9.0%
8424891000,13.0%
8424892000,13.0%
8424899100,13.0%
8424899910,13.0%
8424899990,13.0%
8424901000,13.0%
8424902000,13.0%
8424909000,13.0%
8425110000,13.0%
8425190000,13.0%
8425311000,13.0%
8425319000,13.0%
8425391000,13.0%
8425399000,13.0%
8425410000,13.0%
8425421000,13.0%
8425429000,13.0%
8425491000,13.0%
8425499000,13.0%
8426112000,13.0%
8426119000,13.0%
8426120000,13.0%
8426191000,13.0%
8426192100,13.0%
8426192900,13.0%
8426193000,13.0%
8426194100,13.0%
8426194200,13.0%
8426194300,13.0%
8426194900,13.0%
8426199000,13.0%
8426200000,13.0%
8426300000,13.0%
8426411000,13.0%
8426419000,13.0%
8426491000,13.0%
8426499000,13.0%
8426910000,13.0%
8426990000,13.0%
8427101000,13.0%
8427102000,13.0%
8427109000,13.0%
8427201000,13.0%
8427209000,13.0%
8427900000,13.0%
8428101001,13.0%
8428101090,13.0%
8428109000,13.0%
8428200000,13.0%
8428310000,13.0%
8428320000,13.0%
8428330000,13.0%
8428391000,13.0%
8428392000,13.0%
8428399000,13.0%
8428400000,13.0%
8428601000,13.0%
8428602100,13.0%
8428602900,13.0%
8428609000,13.0%
8428901000,13.0%
8428902000,13.0%
8428903100,13.0%
8428903900,13.0%
8428904000,13.0%
8428909010,13.0%
8428909020,13.0%
8428909090,13.0%
8429111000,13.0%
8429119000,13.0%
8429191000,13.0%
8429199000,13.0%
8429201000,13.0%
8429209000,13.0%
8429301000,13.0%
8429309000,13.0%
8429401100,13.0%
8429401900,13.0%
8429409000,13.0%
8429510000,13.0%
8429521100,13.0%
8429521200,13.0%
8429521900,13.0%
8429529000,13.0%
8429590000,13.0%
8430100000,13.0%
8430200000,13.0%
8430311000,13.0%
8430312000,13.0%
8430313000,13.0%
8430390000,13.0%
8430411100,13.0%
8430411900,13.0%
8430412100,13.0%
8430412200,13.0%
8430412900,13.0%
8430419000,13.0%
8430490000,13.0%
8430501000,13.0%
8430502000,13.0%
8430503100,13.0%
8430503900,13.0%
8430509000,13.0%
8430610000,13.0%
8430691100,13.0%
8430691900,13.0%
8430692000,13.0%
8430699000,13.0%
8431100000,13.0%
8431201000,13.0%
8431209000,13.0%
8431310001,13.0%
8431310090,13.0%
8431390000,13.0%
8431410000,13.0%
8431420000,13.0%
8431431000,13.0%
8431432000,13.0%
8431439000,13.0%
8431492000,13.0%
8431499100,13.0%
8431499900,13.0%
8432100000,9.0%
8432210000,9.0%
8432290000,9.0%
8432311100,9.0%
8432311900,9.0%
8432312100,9.0%
8432312900,9.0%
8432313100,9.0%
8432313900,9.0%
8432391100,9.0%
8432391900,9.0%
8432392100,9.0%
8432392900,9.0%
8432393100,9.0%
8432393900,9.0%
8432410000,9.0%
8432420000,9.0%
8432801000,13.0%
8432809000,9.0%
8432900000,13.0%
8433110000,9.0%
8433190000,13.0%
8433200000,9.0%
8433300000,9.0%
8433400000,9.0%
8433510001,9.0%
8433510090,9.0%
8433520000,9.0%
8433530001,9.0%
8433530090,9.0%
8433591001,9.0%
8433591090,9.0%
8433592000,9.0%
8433599001,9.0%
8433599002,9.0%
8433599090,9.0%
8433601000,9.0%
8433609000,9.0%
8433901000,13.0%
8433909000,13.0%
8434100000,9.0%
8434200000,13.0%
8434900000,13.0%
8435100000,13.0%
8435900000,13.0%
8436100000,9.0%
8436210000,9.0%
8436290000,9.0%
8436800001,9.0%
8436800002,9.0%
8436800090,9.0%
8436910000,13.0%
8436990000,13.0%
8437101000,9.0%
8437109000,9.0%
8437800000,13.0%
8437900000,13.0%
8438100010,13.0%
8438100090,13.0%
8438200000,13.0%
8438300000,13.0%
8438400000,13.0%
8438500000,13.0%
8438600000,13.0%
8438800000,13.0%
8438900000,13.0%
8439100000,13.0%
8439200000,13.0%
8439300000,13.0%
8439910000,13.0%
8439990000,13.0%
8440101000,13.0%
8440102000,13.0%
8440109000,13.0%
8440900000,13.0%
8441100000,13.0%
8441200000,13.0%
8441301000,13.0%
8441309000,13.0%
8441400000,13.0%
8441801000,13.0%
8441809000,13.0%
8441901001,13.0%
8441901002,13.0%
8441901090,13.0%
8441909000,13.0%
8442301000,13.0%
8442302110,13.0%
8442302190,13.0%
8442302900,13.0%
8442309000,13.0%
8442400010,13.0%
8442400090,13.0%
8442500000,13.0%
8443110000,13.0%
8443120000,13.0%
8443131100,13.0%
8443131200,13.0%
8443131301,13.0%
8443131302,13.0%
8443131303,13.0%
8443131390,13.0%
8443131901,13.0%
8443131902,13.0%
8443131903,13.0%
8443131990,13.0%
8443139000,13.0%
8443140000,13.0%
8443150000,13.0%
8443160001,13.0%
8443160002,13.0%
8443160090,13.0%
8443170001,13.0%
8443170090,13.0%
8443192101,13.0%
8443192190,13.0%
8443192201,13.0%
8443192210,13.0%
8443192290,13.0%
8443192900,13.0%
8443198000,13.0%
8443311010,13.0%
8443311090,13.0%
8443319010,13.0%
8443319020,13.0%
8443319090,13.0%
8443321100,13.0%
8443321200,13.0%
8443321300,13.0%
8443321400,13.0%
8443321900,13.0%
8443322100,13.0%
8443322200,13.0%
8443322900,13.0%
8443329010,13.0%
8443329090,13.0%
8443391100,13.0%
8443391200,13.0%
8443392100,13.0%
8443392200,13.0%
8443392300,13.0%
8443392400,13.0%
8443393100,13.0%
8443393200,13.0%
8443393900,13.0%
8443399000,13.0%
8443911110,13.0%
8443911190,13.0%
8443911900,13.0%
8443919010,13.0%
8443919090,13.0%
8443991000,13.0%
8443992100,13.0%
8443992910,13.0%
8443992990,13.0%
8443999010,13.0%
8443999090,13.0%
8444001000,13.0%
8444002000,13.0%
8444003000,13.0%
8444004000,13.0%
8444005000,13.0%
8444009000,13.0%
8445111100,13.0%
8445111200,13.0%
8445111300,13.0%
8445111900,13.0%
8445112000,13.0%
8445119001,13.0%
8445119090,13.0%
8445121000,13.0%
8445122000,13.0%
8445129000,13.0%
8445131000,13.0%
8445132100,13.0%
8445132200,13.0%
8445132900,13.0%
8445190000,13.0%
8445203101,13.0%
8445203190,13.0%
8445203200,13.0%
8445203900,13.0%
8445204100,13.0%
8445204200,13.0%
8445204900,13.0%
8445209000,13.0%
8445300000,13.0%
8445401000,13.0%
8445409000,13.0%
8445901000,13.0%
8445902000,13.0%
8445909000,13.0%
8446100000,13.0%
8446211000,13.0%
8446219000,13.0%
8446290000,13.0%
8446302000,13.0%
8446303000,13.0%
8446304000,13.0%
8446305000,13.0%
8446309000,13.0%
8447110000,13.0%
8447120000,13.0%
8447201100,13.0%
8447201200,13.0%
8447201900,13.0%
8447202000,13.0%
8447203000,13.0%
8447901100,13.0%
8447901900,13.0%
8447902000,13.0%
8447909000,13.0%
8448110001,13.0%
8448110090,13.0%
8448190000,13.0%
8448202000,13.0%
8448209000,13.0%
8448310000,13.0%
8448320000,13.0%
8448331000,13.0%
8448339000,13.0%
8448391000,13.0%
8448392000,13.0%
8448393000,13.0%
8448394000,13.0%
8448399000,13.0%
8448420000,13.0%
8448491000,13.0%
8448492000,13.0%
8448493000,13.0%
8448499000,13.0%
8448512000,13.0%
8448519000,13.0%
8448590000,13.0%
8449001001,13.0%
8449001090,13.0%
8449002001,13.0%
8449002090,13.0%
8449009000,13.0%
8450111000,13.0%
8450112000,13.0%
8450119000,13.0%
8450120000,13.0%
8450190000,13.0%
8450201100,13.0%
8450201200,13.0%
8450201900,13.0%
8450209000,13.0%
8450901000,13.0%
8450909000,13.0%
8451100000,13.0%
8451210000,13.0%
8451290000,13.0%
8451300000,13.0%
8451400000,13.0%
8451500000,13.0%
8451800001,13.0%
8451800002,13.0%
8451800003,13.0%
8451800004,13.0%
8451800090,13.0%
8451900000,13.0%
8452101000,13.0%
8452109100,13.0%
8452109900,13.0%
8452211000,13.0%
8452212000,13.0%
8452213000,13.0%
8452219000,13.0%
8452290000,13.0%
8452300000,13.0%
8452901100,13.0%
8452901900,13.0%
8452909100,13.0%
8452909200,13.0%
8452909900,13.0%
8453100000,13.0%
8453200000,13.0%
8453800000,13.0%
8453900000,13.0%
8454100000,13.0%
8454201010,13.0%
8454201090,13.0%
8454209000,13.0%
8454301000,13.0%
8454302100,13.0%
8454302200,13.0%
8454302900,13.0%
8454309000,13.0%
8454901000,13.0%
8454902100,13.0%
8454902200,13.0%
8454902900,13.0%
8454909000,13.0%
8455101000,13.0%
8455102000,13.0%
8455103000,13.0%
8455109000,13.0%
8455211000,13.0%
8455212000,13.0%
8455213000,13.0%
8455219000,13.0%
8455221000,13.0%
8455229010,13.0%
8455229090,13.0%
8455300000,13.0%
8455900000,13.0%
8456110010,13.0%
8456110090,13.0%
8456120000,13.0%
8456200000,13.0%
8456301010,13.0%
8456301090,13.0%
8456309010,13.0%
8456309090,13.0%
8456401000,13.0%
8456409000,13.0%
8456500000,13.0%
8456900000,13.0%
8457101000,13.0%
8457102000,13.0%
8457103000,13.0%
8457109100,13.0%
8457109900,13.0%
8457200000,13.0%
8457300000,13.0%
8458110010,13.0%
8458110090,13.0%
8458190000,13.0%
8458911010,13.0%
8458911090,13.0%
8458912010,13.0%
8458912090,13.0%
8458990000,13.0%
8459100000,13.0%
8459210000,13.0%
8459290000,13.0%
8459310000,13.0%
8459390000,13.0%
8459410000,13.0%
8459490000,13.0%
8459510000,13.0%
8459590000,13.0%
8459611000,13.0%
8459619000,13.0%
8459691000,13.0%
8459699000,13.0%
8459700000,13.0%
8460121000,13.0%
8460129000,13.0%
8460191000,13.0%
8460199000,13.0%
8460221000,13.0%
8460229000,13.0%
8460231100,13.0%
8460231900,13.0%
8460239000,13.0%
8460241100,13.0%
8460241900,13.0%
8460249000,13.0%
8460291100,13.0%
8460291200,13.0%
8460291300,13.0%
8460291900,13.0%
8460299000,13.0%
8460310000,13.0%
8460390000,13.0%
8460401000,13.0%
8460402000,13.0%
8460901000,13.0%
8460902000,13.0%
8460909000,13.0%
8461201000,13.0%
8461202000,13.0%
8461300000,13.0%
8461401100,13.0%
8461401900,13.0%
8461409000,13.0%
8461500010,13.0%
8461500090,13.0%
8461901100,13.0%
8461901900,13.0%
8461909000,13.0%
8462101000,13.0%
8462109000,13.0%
8462211000,13.0%
8462219000,13.0%
8462291000,13.0%
8462299000,13.0%
8462311000,13.0%
8462312000,13.0%
8462319000,13.0%
8462391000,13.0%
8462392000,13.0%
8462399000,13.0%
8462411100,13.0%
8462411900,13.0%
8462419000,13.0%
8462490000,13.0%
8462911000,13.0%
8462919000,13.0%
8462991000,13.0%
8462999000,13.0%
8463101100,13.0%
8463101900,13.0%
8463102000,13.0%
8463109000,13.0%
8463200000,13.0%
8463300000,13.0%
8463900010,13.0%
8463900020,13.0%
8463900090,13.0%
8464101000,13.0%
8464102000,13.0%
8464109000,13.0%
8464201000,13.0%
8464209000,13.0%
8464901100,13.0%
8464901200,13.0%
8464901900,13.0%
8464909000,13.0%
8465100000,13.0%
8465200000,13.0%
8465910000,13.0%
8465920000,13.0%
8465930000,13.0%
8465940000,13.0%
8465950000,13.0%
8465960000,13.0%
8465990000,13.0%
8466100000,13.0%
8466200000,13.0%
8466300000,13.0%
8466910000,13.0%
8466920000,13.0%
8466931000,13.0%
8466939000,13.0%
8466940010,13.0%
8466940020,13.0%
8466940090,13.0%
8467110000,13.0%
8467190000,13.0%
8467210000,13.0%
8467221000,13.0%
8467229000,13.0%
8467291000,13.0%
8467292000,13.0%
8467299000,13.0%
8467810000,13.0%
8467890000,13.0%
8467911000,13.0%
8467919000,13.0%
8467920000,13.0%
8467991000,13.0%
8467999000,13.0%
8468100000,13.0%
8468200010,13.0%
8468200090,13.0%
8468800000,13.0%
8468900000,13.0%
8470100000,13.0%
8470210000,13.0%
8470290000,13.0%
8470300000,13.0%
8470501000,13.0%
8470509000,13.0%
8470900000,13.0%
8471301000,13.0%
8471309000,13.0%
8471411010,13.0%
8471411090,13.0%
8471412000,13.0%
8471414000,13.0%
8471419000,13.0%
8471491010,13.0%
8471491090,13.0%
8471492000,13.0%
8471494000,13.0%
8471499100,13.0%
8471499900,13.0%
8471501010,13.0%
8471501090,13.0%
8471502000,13.0%
8471504001,13.0%
8471504090,13.0%
8471509000,13.0%
8471604000,13.0%
8471605000,13.0%
8471606000,13.0%
8471607100,13.0%
8471607200,13.0%
8471609000,13.0%
8471701000,13.0%
8471702000,13.0%
8471703000,13.0%
8471709000,13.0%
8471800000,13.0%
8471900010,13.0%
8471900090,13.0%
8472100000,13.0%
8472301000,13.0%
8472309000,13.0%
8472901000,13.0%
8472902100,13.0%
8472902200,13.0%
8472902900,13.0%
8472903000,13.0%
8472904000,13.0%
8472905000,13.0%
8472906000,13.0%
8472909000,13.0%
8473210000,13.0%
8473290000,13.0%
8473301000,13.0%
8473309000,13.0%
8473401000,13.0%
8473402000,13.0%
8473409010,13.0%
8473409090,13.0%
8473500000,13.0%
8474100000,13.0%
8474201000,13.0%
8474202000,13.0%
8474209000,13.0%
8474310000,13.0%
8474320000,13.0%
8474390000,13.0%
8474801000,13.0%
8474802000,13.0%
8474809010,13.0%
8474809090,13.0%
8474900000,13.0%
8475100000,13.0%
8475210000,13.0%
8475291100,13.0%
8475291200,13.0%
8475291900,13.0%
8475299000,13.0%
8475900010,13.0%
8475900090,13.0%
8476210000,13.0%
8476290000,13.0%
8476810000,13.0%
8476890010,13.0%
8476890090,13.0%
8476900010,13.0%
8476900090,13.0%
8477101010,13.0%
8477101090,13.0%
8477109000,13.0%
8477201000,13.0%
8477209000,13.0%
8477301000,13.0%
8477302000,13.0%
8477309000,13.0%
8477401000,13.0%
8477402000,13.0%
8477409000,13.0%
8477510000,13.0%
8477591000,13.0%
8477599000,13.0%
8477800000,13.0%
8477900000,13.0%
8478100000,13.0%
8478900000,13.0%
8479102100,13.0%
8479102200,13.0%
8479102900,13.0%
8479109000,13.0%
8479200000,13.0%
8479300000,13.0%
8479400000,13.0%
8479501000,13.0%
8479509010,13.0%
8479509090,13.0%
8479600000,13.0%
8479710000,13.0%
8479790000,13.0%
8479811000,13.0%
8479819000,13.0%
8479820010,13.0%
8479820020,13.0%
8479820090,13.0%
8479891000,13.0%
8479892000,13.0%
8479894000,13.0%
8479895000,13.0%
8479896100,13.0%
8479896200,13.0%
8479896900,13.0%
8479899200,13.0%
8479899910,13.0%
8479899920,13.0%
8479899930,13.0%
8479899940,13.0%
8479899951,13.0%
8479899952,13.0%
8479899953,13.0%
8479899954,13.0%
8479899955,13.0%
8479899959,13.0%
8479899960,13.0%
8479899990,13.0%
8479901000,13.0%
8479902000,13.0%
8479909010,13.0%
8479909090,13.0%
8480100000,13.0%
8480200000,13.0%
8480300000,13.0%
8480411000,13.0%
8480412000,13.0%
8480419000,13.0%
8480490000,13.0%
8480500000,13.0%
8480600000,13.0%
8480711000,13.0%
8480719010,13.0%
8480719090,13.0%
8480790010,13.0%
8480790090,13.0%
8481100001,13.0%
8481100090,13.0%
8481201000,13.0%
8481202000,13.0%
8481300000,13.0%
8481400000,13.0%
8481802110,13.0%
8481802190,13.0%
8481802910,13.0%
8481802990,13.0%
8481803110,13.0%
8481803190,13.0%
8481803910,13.0%
8481803990,13.0%
8481804010,13.0%
8481804020,13.0%
8481804090,13.0%
8481809000,13.0%
8481901000,13.0%
8481909000,13.0%
8482101000,13.0%
8482102000,13.0%
8482103000,13.0%
8482104010,13.0%
8482104090,13.0%
8482109000,13.0%
8482200000,13.0%
8482300000,13.0%
8482400000,13.0%
8482500010,13.0%
8482500090,13.0%
8482800000,13.0%
8482910000,13.0%
8482990000,13.0%
8483101100,13.0%
8483101900,13.0%
8483109000,13.0%
8483200000,13.0%
8483300010,13.0%
8483300020,13.0%
8483300090,13.0%
8483401000,13.0%
8483402000,13.0%
8483409000,13.0%
8483500000,13.0%
8483600001,13.0%
8483600090,13.0%
8483900010,13.0%
8483900090,13.0%
8484100000,13.0%
8484200010,13.0%
8484200020,13.0%
8484200030,13.0%
8484200090,13.0%
8484900000,13.0%
8486101000,13.0%
8486102000,13.0%
8486103000,13.0%
8486104000,13.0%
8486109000,13.0%
8486201000,13.0%
8486202100,13.0%
8486202200,13.0%
8486202900,13.0%
8486203100,13.0%
8486203900,13.0%
8486204100,13.0%
8486204900,13.0%
8486205000,13.0%
8486209000,13.0%
8486301000,13.0%
8486302100,13.0%
8486302200,13.0%
8486302900,13.0%
8486303100,13.0%
8486303900,13.0%
8486304100,13.0%
8486304900,13.0%
8486309000,13.0%
8486401000,13.0%
8486402100,13.0%
8486402200,13.0%
8486402900,13.0%
8486403100,13.0%
8486403900,13.0%
8486901000,13.0%
8486902000,13.0%
8486909100,13.0%
8486909900,13.0%
8487100000,13.0%
8487900000,13.0%
8501101000,13.0%
8501109101,13.0%
8501109102,13.0%
8501109190,13.0%
8501109901,13.0%
8501109902,13.0%
8501109903,13.0%
8501109990,13.0%
8501200000,13.0%
8501310000,13.0%
8501320000,13.0%
8501330000,13.0%
8501340000,13.0%
8501400000,13.0%
8501510010,13.0%
8501510090,13.0%
8501520000,13.0%
8501530010,13.0%
8501530090,13.0%
8501610000,13.0%
8501620000,13.0%
8501630000,13.0%
8501641010,13.0%
8501641090,13.0%
8501642010,13.0%
8501642090,13.0%
8501643010,13.0%
8501643090,13.0%
8502110000,13.0%
8502120000,13.0%
8502131000,13.0%
8502132000,13.0%
8502200000,13.0%
8502310000,13.0%
8502390010,13.0%
8502390090,13.0%
8502400000,13.0%
8503001000,13.0%
8503002000,13.0%
8503003000,13.0%
8503009010,13.0%
8503009020,13.0%
8503009030,13.0%
8503009090,13.0%
8504101000,13.0%
8504109000,13.0%
8504210000,13.0%
8504220000,13.0%
8504231100,13.0%
8504231200,13.0%
8504231300,13.0%
8504232100,13.0%
8504232900,13.0%
8504311000,13.0%
8504319000,13.0%
8504321000,13.0%
8504329000,13.0%
8504331000,13.0%
8504339000,13.0%
8504341000,13.0%
8504349000,13.0%
8504401300,13.0%
8504401400,13.0%
8504401500,13.0%
8504401910,13.0%
8504401920,13.0%
8504401930,13.0%
8504401940,13.0%
8504401990,13.0%
8504402000,13.0%
8504403010,13.0%
8504403020,13.0%
8504403090,13.0%
8504409110,13.0%
8504409190,13.0%
8504409910,13.0%
8504409920,13.0%
8504409930,13.0%
8504409940,13.0%
8504409950,13.0%
8504409960,13.0%
8504409970,13.0%
8504409980,13.0%
8504409992,13.0%
8504409999,13.0%
8504500000,13.0%
8504901100,13.0%
8504901900,13.0%
8504902000,13.0%
8504909010,13.0%
8504909090,13.0%
8505111000,13.0%
8505119000,13.0%
8505190010,13.0%
8505190090,13.0%
8505200000,13.0%
8505901000,13.0%
8505909010,13.0%
8505909020,13.0%
8505909090,13.0%
8506101110,13.0%
8506101190,13.0%
8506101210,13.0%
8506101290,13.0%
8506101910,13.0%
8506101990,13.0%
8506109010,13.0%
8506109090,13.0%
8506300000,13.0%
8506400010,13.0%
8506400090,13.0%
8506500000,13.0%
8506600010,13.0%
8506600090,13.0%
8506800011,13.0%
8506800019,13.0%
8506800091,13.0%
8506800099,13.0%
8506901000,13.0%
8506909000,13.0%
8507100000,13.0%
8507200000,13.0%
8507300000,13.0%
8507400000,13.0%
8507500000,13.0%
8507600010,13.0%
8507600020,13.0%
8507600090,13.0%
8507803000,13.0%
8507809010,13.0%
8507809090,13.0%
8507901001,13.0%
8507901090,13.0%
8507909000,13.0%
8508110000,13.0%
8508190000,13.0%
8508600000,13.0%
8508701000,13.0%
8508709000,13.0%
8509401000,13.0%
8509409000,13.0%
8509801000,13.0%
8509802000,13.0%
8509809000,13.0%
8509900000,13.0%
8510100000,13.0%
8510200000,13.0%
8510300000,13.0%
8510900000,13.0%
8511100000,13.0%
8511201000,13.0%
8511209000,13.0%
8511301000,13.0%
8511309000,13.0%
8511401000,13.0%
8511409100,13.0%
8511409900,13.0%
8511501000,13.0%
8511509000,13.0%
8511800000,13.0%
8511901000,13.0%
8511909000,13.0%
8512100000,13.0%
8512201000,13.0%
8512209000,13.0%
8512301100,13.0%
8512301200,13.0%
8512301900,13.0%
8512309000,13.0%
8512400000,13.0%
8512900000,13.0%
8513101000,13.0%
8513109000,13.0%
8513901000,13.0%
8513909000,13.0%
8514101000,13.0%
8514109000,13.0%
8514200010,13.0%
8514200090,13.0%
8514300020,13.0%
8514300030,13.0%
8514300040,13.0%
8514300090,13.0%
8514400001,13.0%
8514400090,13.0%
8514901000,13.0%
8514909000,13.0%
8515110000,13.0%
8515190010,13.0%
8515190090,13.0%
8515212001,13.0%
8515212090,13.0%
8515219100,13.0%
8515219900,13.0%
8515290000,13.0%
8515312000,13.0%
8515319100,13.0%
8515319900,13.0%
8515390000,13.0%
8515801001,13.0%
8515801090,13.0%
8515809010,13.0%
8515809090,13.0%
8515900010,13.0%
8515900090,13.0%
8516101000,13.0%
8516102000,13.0%
8516109000,13.0%
8516210000,13.0%
8516291000,13.0%
8516292000,13.0%
8516293100,13.0%
8516293200,13.0%
8516293900,13.0%
8516299000,13.0%
8516310000,13.0%
8516320000,13.0%
8516330000,13.0%
8516400000,13.0%
8516500000,13.0%
8516601000,13.0%
8516603000,13.0%
8516604000,13.0%
8516605000,13.0%
8516609000,13.0%
8516711000,13.0%
8516712000,13.0%
8516713000,13.0%
8516719000,13.0%
8516721000,13.0%
8516722000,13.0%
8516729000,13.0%
8516791000,13.0%
8516799000,13.0%
8516800000,13.0%
8516901000,13.0%
8516909000,13.0%
8517110010,13.0%
8517110090,13.0%
8517121011,13.0%
8517121019,13.0%
8517121021,13.0%
8517121029,13.0%
8517121090,13.0%
8517122000,13.0%
8517129000,13.0%
8517180010,13.0%
8517180090,13.0%
8517611010,13.0%
8517611020,13.0%
8517611030,13.0%
8517611090,13.0%
8517619000,13.0%
8517621100,13.0%
8517621200,13.0%
8517621900,13.0%
8517622100,13.0%
8517622200,13.0%
8517622910,13.0%
8517622990,13.0%
8517623100,13.0%
8517623210,13.0%
8517623290,13.0%
8517623300,13.0%
8517623400,13.0%
8517623500,13.0%
8517623610,13.0%
8517623690,13.0%
8517623710,13.0%
8517623790,13.0%
8517623910,13.0%
8517623990,13.0%
8517629200,13.0%
8517629300,13.0%
8517629400,13.0%
8517629900,13.0%
8517691001,13.0%
8517691091,13.0%
8517691099,13.0%
8517699000,13.0%
8517701000,13.0%
8517702000,13.0%
8517703000,13.0%
8517704000,13.0%
8517706000,13.0%
8517707001,13.0%
8517707090,13.0%
8517709000,13.0%
8518100001,13.0%
8518100090,13.0%
8518210000,13.0%
8518220000,13.0%
8518290000,13.0%
8518300000,13.0%
8518400001,13.0%
8518400090,13.0%
8518500000,13.0%
8518900001,13.0%
8518900090,13.0%
8519200010,13.0%
8519200090,13.0%
8519300000,13.0%
8519500000,13.0%
8519811100,13.0%
8519811200,13.0%
8519811900,13.0%
8519812100,13.0%
8519812910,13.0%
8519812990,13.0%
8519813100,13.0%
8519813900,13.0%
8519891000,13.0%
8519899000,13.0%
8521101100,13.0%
8521101900,13.0%
8521102000,13.0%
8521901110,13.0%
8521901190,13.0%
8521901210,13.0%
8521901290,13.0%
8521901910,13.0%
8521901990,13.0%
8521909010,13.0%
8521909020,13.0%
8521909090,13.0%
8522100000,13.0%
8522901000,13.0%
8522902100,13.0%
8522902200,13.0%
8522902300,13.0%
8522902900,13.0%
8522903110,13.0%
8522903190,13.0%
8522903900,13.0%
8522909100,13.0%
8522909900,13.0%
8523211000,13.0%
8523212000,9.0%
8523291100,13.0%
8523291900,9.0%
8523292100,13.0%
8523292200,13.0%
8523292300,13.0%
8523292810,9.0%
8523292820,9.0%
8523292890,9.0%
8523292910,13.0%
8523292920,13.0%
8523292990,13.0%
8523299010,13.0%
8523299020,13.0%
8523299090,13.0%
8523410000,13.0%
8523491010,9.0%
8523491020,9.0%
8523491090,9.0%
8523492010,9.0%
8523492090,9.0%
8523499010,13.0%
8523499020,13.0%
8523499030,13.0%
8523499090,13.0%
8523511000,13.0%
8523512010,9.0%
8523512020,9.0%
8523512030,9.0%
8523512090,9.0%
8523521000,9.0%
8523529000,9.0%
8523591000,13.0%
8523592010,9.0%
8523592020,9.0%
8523592030,9.0%
8523592090,9.0%
8523801110,9.0%
8523801120,9.0%
8523801190,9.0%
8523801900,13.0%
8523802100,13.0%
8523802910,13.0%
8523802990,13.0%
8523809100,9.0%
8523809910,9.0%
8523809920,9.0%
8523809990,9.0%
8525500000,13.0%
8525601000,13.0%
8525609000,13.0%
8525801110,13.0%
8525801190,13.0%
8525801200,13.0%
8525801301,13.0%
8525801302,13.0%
8525801390,13.0%
8525802100,13.0%
8525802200,13.0%
8525802500,13.0%
8525802910,13.0%
8525802990,13.0%
8525803100,13.0%
8525803200,13.0%
8525803300,13.0%
8525803910,13.0%
8525803990,13.0%
8526101010,13.0%
8526101090,13.0%
8526109010,13.0%
8526109020,13.0%
8526109030,13.0%
8526109040,13.0%
8526109090,13.0%
8526911000,13.0%
8526919010,13.0%
8526919090,13.0%
8526920000,13.0%
8527120000,13.0%
8527130000,13.0%
8527190000,13.0%
8527210010,13.0%
8527210090,13.0%
8527290000,13.0%
8527910000,13.0%
8527920000,13.0%
8527990000,13.0%
8528420000,13.0%
8528491000,13.0%
8528499000,13.0%
8528521100,13.0%
8528521200,13.0%
8528521900,13.0%
8528529100,13.0%
8528529200,13.0%
8528529900,13.0%
8528591010,13.0%
8528591090,13.0%
8528599000,13.0%
8528621010,13.0%
8528621090,13.0%
8528622000,13.0%
8528629000,13.0%
8528691000,13.0%
